ID,books_count,original_publication_year,language_code,average_rating,cluster,authors,title,PCA1,PCA2
701,105,276,3,4.27,0,Stephen King,"The Dark Tower (The Dark Tower, #7)",-4.251347897,25.54546593
702,93,273,3,3.75,0,Sophie Kinsella,"Shopaholic Takes Manhattan (Shopaholic, #2)",-15.78918033,21.08732138
703,97,256,3,4.29,0,Richard Feynman,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",-9.721268086,4.711248384
704,40,180,16,4.42,0,L.M. Montgomery,"The Complete Anne of Green Gables Boxed Set (Anne of Green Gables, #1-8)",-56.91434229,-77.81714861
705,766,188,4,3.6,4,"James Joyce, Seamus Deane",A Portrait of the Artist as a Young Man,662.5550889,19.80666484
706,2,281,4,4.34,0,"Robert Jordan, Brandon Sanderson","The Gathering Storm (Wheel of Time, #12)",-107.0815756,17.78727889
707,665,145,4,3.93,4,"George Eliot, Michel Faber",Middlemarch,567.6357104,-35.33104855
708,118,269,16,3.89,0,John Grisham,The Partner,9.502530258,20.12897695
709,74,245,4,4.59,0,J.R.R. Tolkien,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,-31.18831467,-9.049339694
710,110,258,16,4.1,0,Scott Turow,Presumed Innocent,2.921591975,8.225737463
711,131,261,4,3.74,0,Stephen King,The Dark Half,23.40066421,13.86416812
712,83,277,3,3.66,0,Thomas L. Friedman,The World Is Flat: A Brief History of the Twenty-first Century,-26.20646144,23.82230618
713,75,267,3,4.15,0,"Marcus Pfister, J. Alison James",The Rainbow Fish,-32.91086979,12.91134035
714,1363,139,4,3.84,1,Jules Verne,"Journey to the Center of the Earth (Extraordinary Voyages, #3)",1261.037468,44.87449712
715,196,234,4,3.66,2,Philip K. Dick,The Man in the High Castle,91.23649661,-4.905421596
716,52,246,2,4,0,"Vincent Bugliosi, Curt Gentry",Helter Skelter: The True Story of the Manson Murders,-53.14176345,-10.76097855
717,3,285,16,4.44,0,"Robert Kapilow, Dr. Seuss","Dr. Seuss's Green Eggs and Ham: For Soprano, Boy Soprano, and Orchestra",-106.5930112,21.81088482
718,856,33,16,3.99,4,"Dante Alighieri, Anthony M. Esolen",Inferno (The Divine Comedy #1),770.9905567,-122.9651893
719,48,278,4,4.18,0,Patricia Briggs,"Moon Called (Mercy Thompson, #1)",-61.06307588,20.48844339
720,47,278,3,3.68,0,Melissa de la Cruz,"Blue Bloods (Blue Bloods, #1)",-62.05454811,20.37087885
721,70,266,4,4.05,0,Caleb Carr,"The Alienist (Dr. Laszlo Kreizler, #1)",-37.75000503,11.29607555
722,819,70,4,3.8,4,"John Milton, John      Leonard",Paradise Lost,729.7161345,-90.74677577
723,115,271,16,3.56,0,Stephen King,The Girl Who Loved Tom Gordon,6.278617933,21.74340783
724,170,243,4,4.25,0,Frederick Forsyth,The Day of the Jackal,64.32431292,0.816086921
725,77,244,4,4.31,0,James Herriot,"All Creatures Great and Small (All Creatures Great and Small, #1-2)",-28.08779124,-9.671300151
726,67,269,3,4.14,0,Janet Evanovich,"Three to Get Deadly (Stephanie Plum, #3)",-41.09656689,13.9085118
727,427,177,4,4.06,2,Emmuska Orczy,The Scarlet Pimpernel,327.5059071,-32.95452026
728,23,243,4,4.45,0,"Jon Stone, Michael J. Smollin",The Monster at the End of this Book,-81.55131996,-17.32930436
729,66,244,4,4.09,0,Judy Blume,"Tales of a Fourth Grade Nothing (Fudge, #1)",-39.0036335,-11.0290666
730,90,257,4,4.11,0,Carl Sagan,Contact,-16.79198733,4.833796931
731,115,271,3,3.75,0,Zadie Smith,White Teeth,6.289433373,21.81828043
732,33,276,2,3.79,0,Chelsea Handler,My Horizontal Life: A Collection of One-Night Stands,-75.69975147,16.66381778
733,26,260,3,4.65,0,Bill Watterson,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,-80.67200856,-0.083568148
734,76,280,4,4,0,Geraldine Brooks,People of the Book,-33.52411716,25.92941089
735,88,225,16,4.14,0,Better Homes and Gardens,Better Homes and Gardens New Cook Book  ,-14.83646683,-27.23697511
736,119,256,4,4.08,0,Douglas Adams,"So Long, and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy, #4)",12.10964242,7.42116232
737,359,199,4,4.11,2,"Hermann Hesse, Basil Creighton",Steppenwolf,257.3102467,-19.51691493
738,107,273,2,4.1,0,Tess Gerritsen,"The Surgeon (Rizzoli & Isles, #1)",-1.895463275,22.82113496
739,94,268,4,4.21,0,Robin Hobb,"Royal Assassin (Farseer Trilogy, #2)",-14.1804818,16.24321695
740,172,225,3,4.09,0,Arthur C. Clarke,Childhood's End,68.53186458,-16.7932797
741,91,276,3,4,0,"Kate DiCamillo, Timothy Basil Ering",The Tale of Despereaux,-18.14423895,23.81739733
742,37,279,3,4.03,0,"Barbara Kingsolver, Steven L. Hopp, Camille Kingsolver, Richard A. Houser","Animal, Vegetable, Miracle: A Year of Food Life",-72.10153576,20.12875969
743,54,266,4,4.1,0,Robert Jordan,"Lord of Chaos (Wheel of Time, #6)",-53.62762751,9.321060737
744,38,275,3,3.92,0,Donald Miller,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,-70.61539649,16.28287949
745,59,277,4,4.43,0,Diana Gabaldon,"A Breath of Snow and Ashes (Outlander, #6)",-50.02379183,20.85386765
746,208,236,4,4.04,2,Ernest Hemingway,A Moveable Feast,102.8977863,-1.439581656
747,51,278,4,4.08,0,Brandon Mull,"Fablehaven (Fablehaven, #1)",-58.0860134,20.8587787
748,87,272,4,3.91,0,"Lemony Snicket, Brett Helquist","The Wide Window (A Series of Unfortunate Events, #3)",-21.6206904,19.34856137
749,59,273,4,4.18,0,Jim Butcher,"Grave Peril (The Dresden Files, #3)",-49.52999091,16.88458066
750,78,279,4,4.08,0,Walter Isaacson,Einstein: His Life and Universe,-31.41597769,25.18393311
751,119,270,4,3.81,0,John Grisham,The Street Lawyer,10.38144362,21.31391988
752,78,248,4,3.79,0,Mildred D. Taylor,"Roll of Thunder, Hear My Cry (Logans, #4)",-27.58917082,-5.578405211
753,831,143,4,4.18,4,"Fyodor Dostoyevsky, Constance Garnett, Alan Myers, Joseph Frank, Anna Brailovsky",The Idiot,732.6128626,-16.8251109
754,83,259,3,3.97,0,Douglas Adams,Dirk Gently's Holistic Detective Agency (Dirk Gently #1),-23.98448817,5.960197521
755,96,280,3,4.1,0,Jeff Kinney,"Rodrick Rules (Diary of a Wimpy Kid, #2)",-13.67627059,28.40390615
756,62,269,3,4.07,0,Sebastian Junger,The Perfect Storm: A True Story of Men Against the Sea,-46.05831611,13.2913386
757,60,277,4,4.17,0,Brandon Sanderson,"Elantris (Elantris, #1)",-49.031417,20.97736286
758,35,270,4,3.88,0,Jim Fergus,One Thousand White Women: The Journals of May Dodd (One Thousand White Women#1),-72.97605684,10.94513465
759,12,276,4,3.98,0,"Stephen King, Darrel Anderson","Song of Susannah (The Dark Tower, #6)",-96.5408089,14.06005801
760,152,253,4,3.99,0,Salman Rushdie,Midnight's Children,45.22757117,8.517620789
761,49,276,4,3.86,0,Max Brooks,The Zombie Survival Guide: Complete Protection from the Living Dead,-59.82380652,18.62728074
762,114,271,16,3.83,0,John Grisham,The Testament,5.28624219,21.6199104
763,216,202,4,4.03,2,Agatha Christie,"Murder at the Vicarage (Miss Marple, #1)",115.0337102,-34.19148669
764,29,270,4,3.97,0,Margaret Peterson Haddix,"Among the Hidden (Shadow Children, #1)",-78.93017177,10.20448835
765,44,279,3,4.07,0,Michael Pollan,In Defense of Food: An Eater's Manifesto,-65.15508157,20.99281499
766,60,230,3,3.97,0,Elizabeth George Speare,The Witch of Blackbird Pond,-43.22867257,-25.6566017
767,84,274,4,3.77,0,Sophie Kinsella,"Shopaholic Ties the Knot (Shopaholic, #3)",-24.84462005,20.96295024
768,721,134,4,3.98,4,"Wilkie Collins, Matthew Sweet",The Woman in White,624.5652584,-39.33423762
769,59,270,3,4.17,0,Janet Evanovich,"Four to Score (Stephanie Plum, #4)",-49.15882312,13.91333885
770,62,268,3,4.06,0,James McBride,The Color of Water: A Black Man's Tribute to His White Mother,-45.93487067,12.29900525
771,58,278,4,4.14,0,Karen Marie Moning,"Darkfever (Fever, #1)",-51.13956103,21.72282958
772,65,267,3,4.1,0,Terry Goodkind,"Stone of Tears (Sword of Truth, #2)",-42.83437643,11.67697405
773,650,123,4,3.76,4,"William Makepeace Thackeray, John Carey",Vanity Fair,555.4662388,-59.01395936
774,102,231,2,4.16,0,Kurt Vonnegut Jr.,The Sirens of Titan,-1.672554096,-19.4741606
775,146,264,6,3.81,0,"Stephen King, Dominique Dill",Dolores Claiborne,37.91392446,18.68120003
776,28,273,4,3.99,0,"Bill Willingham, Lan Medina, Steve Leialoha, Craig Hamilton, James Jean","Fables, Vol. 1: Legends in Exile",-80.2928583,13.05805288
777,115,273,2,3.98,0,David    Allen,Getting Things Done: The Art of Stress-Free Productivity,6.043356629,23.80866337
778,134,265,3,3.6,0,James Redfield,"The Celestine Prophecy (Celestine Prophecy, #1)",25.88478551,18.20961718
779,46,271,4,3.77,0,Alice Sebold,Lucky,-62.18362902,13.29530962
780,465,199,4,3.76,2,Virginia Woolf,To the Lighthouse,362.4994973,-6.432437628
781,20,276,2,3.43,0,Chetan Bhagat,Five Point Someone,-88.6002832,15.05920681
782,74,265,4,4.02,0,Laurell K. Hamilton,"Guilty Pleasures (Anita Blake, Vampire Hunter, #1)",-33.65715328,10.79749756
783,79,274,3,4.09,0,Markus Zusak,I Am the Messenger,-29.80557154,20.35145349
784,789,147,4,3.92,4,"Thomas Hardy, Rosemarie Morgan, Shannon Russell",Far from the Madding Crowd,690.4403612,-18.04009605
785,115,259,4,4,0,Terry Pratchett,"Equal Rites (Discworld, #3; Witches #1)",7.769911642,9.904435752
786,37,272,4,4.13,0,Mark Z. Danielewski,House of Leaves,-71.23826646,13.17662598
787,105,265,11,4.11,0,Patricia Cornwell,"Cruel & Unusual (Kay Scarpetta, #4)",-2.900109797,14.58370882
788,501,190,4,3.76,2,Willa Cather,My ántonia,399.3351384,-10.91969922
789,32,278,4,3.89,0,Susan Beth Pfeffer,"Life As We Knew It (Last Survivors, #1)",-76.94066735,18.51350374
790,20,276,4,4.02,0,"Jon Stewart, Ben Karlin, David Javerbaum, Rich Bloomquist, Steve Bodow, Tim Carvell, Eric Drysdale, J.R. Havlan, Scott Jacobson, Tom Johnson, Rob Kutner, Chris Regan, Jason Reich, Jason Ross, Stephen Colbert, Samantha Bee, Rob Corddry, Brendan Hay, Ed Helms",America (The Book): A Citizen's Guide to Democracy Inaction,-88.60200359,15.04755105
791,54,276,16,3.91,0,"Don Piper, Cecil Murphey",90 Minutes in Heaven: A True Story of Death and Life,-54.87205495,19.17530642
792,1265,21,4,4.31,1,"Lao Tzu, Gia-Fu Feng, Jane English, Chungliang Al Huang, Rowena Pattee Kryder, Toinette Lippe",Tao Te Ching,1178.353469,-84.31810119
793,104,251,3,4.27,0,Jeffrey Archer,"Kane and Abel (Kane and Abel, #1)",-2.157585773,0.61363914
794,53,280,3,3.91,0,Jodi Picoult,Change of Heart,-56.34735143,23.09612554
795,40,275,4,4.01,0,Augusten Burroughs,Dry,-68.63153575,16.5239724
796,60,273,16,4.15,0,James Patterson,Sam's Letters to Jennifer,-48.54763653,16.93887309
797,140,241,4,3.86,0,Frank Herbert,Dune Messiah (Dune Chronicles #2),34.80070395,-4.871630042
798,82,217,3,4.28,0,C.S. Lewis,The Great Divorce,-19.79219731,-35.84140237
799,50,276,16,3.76,0,Jennifer Weiner,Little Earthquakes,-58.84144576,18.68158864
800,521,112,4,4.28,2,"Hans Christian Andersen, Lily Owens, Arthur Rackham, Hans Richter",The Complete Fairy Tales,428.8107867,-85.85323334
801,41,271,4,3.41,0,Jane Green,Mr. Maybe,-67.14535179,12.67820053
802,5,187,4,4.21,0,L.M. Montgomery,"Anne of the Island (Anne of Green Gables, #3)",-92.50072457,-75.12192203
803,970,155,4,4.05,4,"Friedrich Nietzsche, Walter Kaufmann",Thus Spoke Zarathustra,869.0683458,12.24078977
804,434,130,4,4.13,2,"Elizabeth Gaskell, Alan Shelston",North and South,340.2542514,-78.73024302
805,121,267,4,3.72,0,Michael Crichton,"The Lost World (Jurassic Park, #2)",12.73648766,18.58380856
806,56,268,4,4,0,Robert Jordan,"A Crown of Swords (Wheel of Time, #7)",-51.88980521,11.55262944
807,942,4,4,4.05,4,"Aesop, Laura Harris, Laura Gibbs",Aesop's Fables,859.9226384,-141.0581367
808,102,257,4,4.18,0,Cormac McCarthy,"Blood Meridian, or the Evening Redness in the West",-4.883780274,6.315034278
809,2,257,4,3.93,0,Stephen King,Skeleton Crew,-104.1188695,-6.028683972
810,67,274,16,3.73,0,Chuck Palahniuk,Lullaby,-41.72458492,18.79536564
811,25,277,4,4.1,0,"Matsuri Hino, Tomo Kimura","Vampire Knight, Vol. 1 (Vampire Knight, #1)",-83.76369981,16.6570576
812,46,274,4,4.3,0,Jim Butcher,"Summer Knight (The Dresden Files, #4)",-62.55401094,16.27219914
813,99,240,4,4.1,0,"Anne McCaffrey, Teodor Panasiński","Dragonflight (Dragonriders of Pern, #1)",-5.762269332,-10.9249658
814,3,279,4,3.81,0,"John D. Rateliff, J.R.R. Tolkien","The History of the Hobbit, Part One: Mr. Baggins",-105.8422871,15.92616266
815,143,270,4,3.95,0,Joanne Harris,"Chocolat (Chocolat, #1)",34.19785773,24.27639458
816,43,249,4,3.82,0,Jay Anson,The Amityville Horror,-62.44490729,-8.906397011
817,58,264,16,3.88,0,Michael Ondaatje,The English Patient,-49.42131338,7.761037244
818,1101,186,4,3.85,4,"James Joyce, Jeri Johnson",Dubliners,995.2395803,59.17357973
819,119,275,4,4.04,0,Eoin Colfer,"The Eternity Code (Artemis Fowl, #3)",9.764199998,26.27554685
820,119,273,4,4.11,0,Harlan Coben,Tell No One,10.01108267,24.29086025
821,109,259,4,3.48,0,Stephen King,The Tommyknockers,1.815852343,9.163924297
822,3,271,4,4.25,0,Neal Stephenson,Cryptonomicon,-104.854771,7.987380895
823,51,272,3,3.98,0,Barbara Kingsolver,Prodigal Summer,-57.34450381,14.9105501
824,52,268,4,3.7,0,Joyce Carol Oates,We Were the Mulvaneys,-55.85918233,11.05894482
825,37,265,3,3.98,0,Scott McCloud,Understanding Comics: The Invisible Art,-70.37330778,6.236072867
826,65,277,3,3.68,0,Jodi Picoult,Vanishing Acts,-44.06878342,21.60042252
827,102,267,4,4.15,0,David Baldacci,Absolute Power,-6.118222835,16.23839653
828,51,272,4,4.18,0,Janet Evanovich,"Hot Six (Stephanie Plum, #6)",-57.34535534,14.90474322
829,38,278,3,4.08,0,Christopher Moore,"A Dirty Job (Grim Reaper, #1)",-70.98574467,19.25985081
830,39,275,3,4.24,0,Michael   Lewis,Moneyball: The Art of Winning an Unfair Game,-69.62307455,16.40624648
831,99,275,3,3.99,0,Jonathan Stroud,"The Amulet of Samarkand (Bartimaeus, #1)",-10.08198455,23.81256586
832,28,279,3,3.91,0,"Stephen Colbert, Richard Dahm, Paul Dinello, Allison Silverman, Michael Brumm, Eric Drydale, Rob Dubbin, Glenn Eichler, Peter Grosz, Peter Gwinn, Jay Katsir, Laura Krafft, Frank Lesser, Tom Purcell",I Am America (And So Can You!),-81.0326849,19.0178466
833,86,253,3,3.85,0,"Kenneth H. Blanchard, Spencer Johnson",The One Minute Manager,-20.26675669,0.37652388
834,79,230,4,4.33,0,Leon Uris,Exodus,-24.37486741,-23.31712698
835,30,266,2,4.07,0,Ursula Hegi,Stones from the River,-77.44238507,6.370087049
836,238,211,4,4.04,2,Raymond Chandler,"The Big Sleep (Philip Marlowe, #1)",135.7544332,-22.54483866
837,155,217,4,4.02,0,John Steinbeck,Cannery Row,52.64862487,-26.83615288
838,83,272,3,3.83,0,"Lemony Snicket, Brett Helquist","The Miserable Mill (A Series of Unfortunate Events, #4)",-25.58925429,18.86059078
839,1579,32,4,4.06,1,"Dante Alighieri, Allen Mandelbaum, Eugenio Montale",The Divine Comedy,1488.593854,-34.6429059
840,67,254,4,4.01,0,"Benjamin Hoff, Ernest H. Shepard",The Tao of Pooh,-39.24572038,-0.982255559
841,65,275,3,3.79,0,Sarah Dunant,The Birth of Venus,-43.82190439,19.61572708
842,100,277,4,4.04,0,Eoin Colfer,"The Opal Deception  (Artemis Fowl, #4)",-9.337360342,25.914901
843,34,275,3,4.18,0,Shannon Hale,"The Goose Girl (The Books of Bayern, #1)",-74.58482468,15.78907107
844,97,273,3,4.19,0,Dennis Lehane,Mystic River,-11.81981597,21.58097505
845,927,153,4,3.84,4,"Mark Twain, Everett H. Emerson",The Prince and the Pauper,826.6441558,4.948342462
846,105,238,4,4.17,0,Robert A. Heinlein,The Moon is a Harsh Mistress,0.438720064,-12.16902599
847,54,271,4,4.17,0,Janet Evanovich,"High Five (Stephanie Plum, #5)",-54.24485654,14.28272307
848,406,205,3,3.83,2,F. Scott Fitzgerald,Tender Is the Night,303.210941,-7.755503441
849,46,256,16,3.99,0,Olive Ann Burns,Cold Sassy Tree,-60.34198062,-1.658924395
850,70,217,4,3.67,0,Tennessee Williams,The Glass Menagerie,-31.70118841,-37.328283
851,106,279,4,3.84,0,Timothy Ferriss,The 4-Hour Workweek,-3.630124442,28.64024275
852,138,268,4,3.77,0,Robin S. Sharma,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams  Reaching Your Destiny,29.48300761,21.67457457
853,89,242,4,3.96,0,Larry Niven,"Ringworld (Ringworld, #1)",-15.93265682,-10.17464108
854,49,268,3,3.79,0,"Andrew Clements, Brian Selznick",Frindle,-58.83541061,10.69437438
855,66,245,4,4.07,0,Madeleine L'Engle,"A Wind in the Door (A Wrinkle in Time Quintet, #2)",-39.12707621,-10.03672662
856,19,275,4,4.12,0,"Brian K. Vaughan, Pia Guerra, José Marzán Jr.","Y: The Last Man, Vol. 1: Unmanned",-89.4709193,13.93175565
857,87,257,4,3.9,0,"Anne Tyler, Jennifer Bassett",The Accidental Tourist,-19.76902154,4.463530149
858,941,169,4,3.62,4,H.G. Wells,The Invisible Man,838.5619791,22.55388839
859,120,257,4,4.15,0,"Haruki Murakami, Alfred Birnbaum",Hard-Boiled Wonderland and the End of the World,12.97854262,8.536920143
860,25,266,4,3.57,0,"Paulo Coelho, Alan R. Clarke",By the River Piedra I Sat Down and Wept,-82.40576165,5.741483583
861,553,98,4,3.92,4,"Johann David Wyss, Scott McKowen, Arthur Pober",The Swiss Family Robinson  ,462.2942788,-95.79584411
862,122,262,2,3.9,0,Stephen King,Four Past Midnight ,14.34771159,13.75705402
863,203,181,3,4.21,2,L.M. Montgomery,"Anne of Avonlea (Anne of Green Gables, #2)",104.7262977,-56.62950118
864,90,202,3,4.15,0,"Watty Piper, Doris Hauman, George Hauman",The Little Engine That Could,-10.00170855,-49.73890518
865,52,268,4,3.74,0,Orson Scott Card,"Children of the Mind (Ender's Saga, #4)",-55.85918598,11.05893598
866,842,194,4,3.74,4,James Joyce,Ulysses,737.233094,35.14191514
867,40,270,4,3.94,0,Sarah Dessen,Someone Like You,-68.01430671,11.56231007
868,20,275,3,4.15,0,Alan Brennert,Moloka'i,-88.47773762,14.06094941
869,68,262,4,4.1,0,Anne Rice,"The Witching Hour (Lives of the Mayfair Witches, #1)",-39.24093371,7.07984678
870,40,258,4,4.24,0,Frank E. Peretti,"This Present Darkness (Darkness, #1)",-66.53299972,-0.345783004
871,54,270,16,3.83,0,Judy Blume,Summer Sisters,-54.13138048,13.22131073
872,88,217,3,3.88,0,"E.B. White, Garth Williams",Stuart Little,-13.83805411,-35.10068753
873,78,225,4,4.39,0,Isaac Asimov,"The Foundation Trilogy (Foundation, #1-3)",-24.75000135,-28.40225579
874,75,271,3,4.06,0,Brian Greene,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",-33.4046397,16.88070249
875,75,272,4,3.97,0,"Lemony Snicket, Brett Helquist","The Austere Academy (A Series of Unfortunate Events, #5)",-33.52890931,17.86729529
876,70,273,3,4.15,0,Janet Evanovich,"Seven Up (Stephanie Plum, #7)",-38.61329256,18.24816504
877,42,275,4,4.32,0,Jim Butcher,"Death Masks (The Dresden Files, #5)",-66.64686178,16.77077934
878,39,265,3,4.22,0,Janell Cannon,Stellaluna,-68.38862743,6.482895281
879,48,279,3,3.73,0,Nancy Horan,Loving Frank,-61.18564608,21.48664109
880,57,274,3,4.17,0,"Janet Evanovich, Lorelei King","Hard Eight (Stephanie Plum, #8)",-51.63730348,17.63580563
881,62,273,4,3.94,0,"Lemony Snicket, Brett Helquist","The Vile Village (A Series of Unfortunate Events, #7)",-46.55291566,17.25494693
882,36,245,3,3.99,0,Flora Rheta Schreiber,Sybil: The Classic True Story of a Woman Possessed by Sixteen Personalities,-68.89676922,-13.73407833
883,93,252,4,4.35,0,Carl Sagan,Cosmos,-13.19773321,0.242379268
884,60,277,4,3.59,0,Chuck Palahniuk,Haunted,-49.0313641,20.97749108
885,98,259,4,4.13,0,Rosamunde Pilcher,The Shell Seekers,-9.100069253,7.805965515
886,53,278,4,4.16,0,Dave Eggers,What Is the What,-56.10131846,21.10563649
887,269,253,4,3.95,2,"Gabriel García Márquez, Gregory Rabassa",Chronicle of a Death Foretold,161.3326559,22.95984465
888,89,276,4,4.2,0,John Flanagan,"The Ruins of Gorlan (Ranger's Apprentice, #1)",-20.12979272,23.56471498
889,107,272,16,3.71,0,John Grisham,The Brethren,-1.783649236,21.74820835
890,84,269,4,4.18,0,Robin Hobb,"Assassin's Quest (Farseer Trilogy, #3)",-24.22743479,16.00118179
891,146,239,4,3.96,0,Ira Levin,Rosemary's Baby,41.00169061,-6.115696863
892,130,256,3,4.12,0,"Stephen King, Peter Straub","The Talisman (The Talisman, #1)",23.02633438,8.784731226
893,59,270,4,3.9,0,Robert Jordan,"The Path of Daggers (Wheel of Time, #8)",-49.15963179,13.90763588
894,113,230,3,3.94,0,Jack Kerouac,The Dharma Bums,9.365939527,-19.1143951
895,162,206,3,4.05,0,"P.L. Travers, Mary Shepard","Mary Poppins (Mary Poppins, #1)",60.95380309,-36.88202389
896,48,279,4,4.23,0,Scott Lynch,"Red Seas Under Red Skies (Gentleman Bastard, #2)",-61.18652497,21.4807679
897,67,256,4,3.57,0,Sandra Cisneros,The House on Mango Street,-39.49256932,1.002512836
898,116,252,4,3.94,0,"Roald Dahl, Quentin Blake",The Twits,9.626379942,3.081537814
899,66,275,3,4.29,0,Garth Nix,"Abhorsen (Abhorsen, #3)",-42.82959887,19.73905428
900,60,274,4,3.82,0,"James Patterson, Peter de Jonge",The Beach House,-48.66105149,18.00043355
901,142,259,4,3.92,0,Stephen King,The Eyes of the Dragon,34.56339918,13.23727229
902,116,248,4,3.9,0,Frank Herbert,Children of Dune (Dune Chronicles #3),10.12016171,-0.887795592
903,25,263,4,4.41,0,Art Spiegelman,"Maus II: A Survivor's Tale: And Here My Troubles Began (Maus, #2)",-82.03550467,2.764291199
904,54,234,4,4.13,0,Ezra Jack Keats,The Snowy Day,-49.67740529,-22.43368389
905,45,275,4,4.16,0,Janet Evanovich,"To the Nines (Stephanie Plum, #9)",-63.66979383,17.14112792
906,67,266,4,4.1,0,Richard   Preston,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,-40.72706295,10.92575129
907,124,271,4,3.82,0,"Haruki Murakami, Philip Gabriel",Sputnik Sweetheart,15.21975378,22.92344191
908,38,275,3,3.86,0,Lynne Truss,"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation",-70.61539102,16.28289275
909,56,276,3,4.04,0,Kim Harrison,"Dead Witch Walking (The Hollows, #1)",-52.8765318,19.49706776
910,3,258,3,4.36,0,"Clement C. Moore, Jan Brett",The Night Before Christmas,-103.2491688,-4.907243071
911,52,260,16,4.1,0,Lee Strobel,The Case for Christ,-54.88166205,3.051019948
912,53,277,3,4.12,0,Robert Jordan,"Knife of Dreams (Wheel of Time, #11)",-55.97703699,20.11907243
913,59,274,4,3.81,0,Carl Hiaasen,Hoot,-49.6534017,17.87699802
914,830,22,4,3.81,4,"Virgil, Robert Fitzgerald",The Aeneid,746.5573333,-137.0210699
915,127,276,4,3.68,0,"Haruki Murakami, Jay Rubin",After Dark,17.57959726,28.25546388
916,43,264,3,3.97,0,Daniel Quinn,Ishmael:A Novel,-64.29575562,5.984365926
917,103,273,4,3.85,0,"Kennilworthy Whisp, J.K. Rowling",Quidditch Through the Ages,-5.866511536,22.31591396
918,19,249,4,4.26,0,"Harry Allard, James  Marshall","Miss Nelson Is Missing! (Miss Nelson, #1)",-86.26137429,-11.86899993
919,109,251,4,4.11,0,"Richard Bachman, Stephen King",The Long Walk,2.803351129,1.225100524
920,66,273,4,4.01,0,"Lemony Snicket, Brett Helquist","The Ersatz Elevator (A Series of Unfortunate Events, #6)",-42.58351757,17.74868239
921,56,276,4,3.9,0,Lois Lowry,"Messenger (The Giver, #3)",-52.87735232,19.49133604
922,52,279,4,4.3,0,J.R. Ward,"Lover Revealed (Black Dagger Brotherhood, #4)",-57.21712687,21.97450336
923,44,279,3,4.14,0,"Trenton Lee Stewart, Carson Ellis","The Mysterious Benedict Society (The Mysterious Benedict Society, #1)",-65.15508795,20.99279952
924,83,279,4,3.96,0,Christopher Hitchens,god is Not Great: How Religion Poisons Everything,-26.45421115,25.80114832
925,97,276,4,3.69,0,Michael Crichton,State of Fear,-12.19093725,24.55232961
926,80,276,3,4.09,0,Jonathan Stroud,"The Golem's Eye (Bartimaeus, #2)",-29.06010948,22.45956235
927,40,252,4,4.04,0,Tom Robbins,Still Life with Woodpecker,-65.7923143,-6.299752165
928,43,276,3,4.12,0,Jenna Blum,Those Who Save Us,-65.77710366,17.89235951
929,104,277,4,3.77,0,John Grisham,The Broker,-5.367931239,26.40871163
930,94,250,3,4.03,0,M. Scott Peck,"The Road Less Traveled: A New Psychology of Love, Traditional Values, and Spiritual Growth",-11.95763056,-1.613020718
931,40,276,4,4.33,0,Jim Butcher,"Blood Rites (The Dresden Files, #6)",-68.75500946,17.51623722
932,56,214,3,4.09,0,"Gertrude Chandler Warner, L. Kate Deal","The Boxcar Children (The Boxcar Children, #1)",-45.22297552,-42.02774816
933,69,280,4,4.11,0,Jhumpa Lahiri,Unaccustomed Earth,-40.47058503,25.06532243
934,77,270,4,3.5,0,Anita Shreve,The Pilot's Wife,-31.29727515,16.12960354
935,81,257,4,3.86,0,Don DeLillo,White Noise,-25.72312461,3.722912581
936,68,264,4,4.42,0,Stephen E. Ambrose,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",-39.48785195,9.064447162
937,1004,134,4,3.97,4,Charles Darwin,The Origin of Species,905.4006263,-4.401356355
938,40,275,4,4.06,0,Craig Thompson,Blankets,-68.63154031,16.52396135
939,43,272,4,3.73,0,Christina Schwarz,Drowning Ruth,-65.28412326,13.91734082
940,131,243,3,4.01,0,Charles Bukowski,Post Office,25.62347442,-3.992169032
941,106,264,4,3.97,0,Cormac McCarthy,"All the Pretty Horses (The Border Trilogy, #1)",-1.778468351,13.75518058
942,117,186,16,4.46,0,"Arthur Conan Doyle, Kyle Freeman","The Complete Sherlock Holmes, Vol 2",18.75602313,-62.35843847
943,46,269,4,4.42,0,"Eiichirō Oda, Andy Nakatani","One Piece, Volume 01: Romance Dawn (One Piece, #1)",-61.93679924,11.3104948
944,73,240,4,4.18,0,Peter S. Beagle,"The Last Unicorn (The Last Unicorn, #1)",-31.56340575,-14.1343646
945,98,277,4,3.8,0,Angie Sage,"Magyk (Septimus Heap, #1)",-11.32204069,25.66807859
946,27,272,3,3.89,0,Laurie Halse Anderson,Fever 1793,-81.16092248,11.94806435
947,56,280,4,4.05,0,Tana French,"The Likeness (Dublin Murder Squad, #2)",-53.37114412,23.46064513
